header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Type of parking facilities,error
Tjalk 35 14,8232 MR Lelystad        ,https://www.funda.nl/en/koop/lelystad/huis-42653635-tjalk-35-14/?navigateSource=resultlist,20220128_142336,"€ 259,000 kosten koper","€ 2,670    The asking price per m² (€ 259,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1982,Combination roof covered with slate,Living area97 m²External storage space7 m²,97 m²,7 m²,157 m²,315 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,2 stories,TV via cable,C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Intergas HR (gas-fired combination boiler from 2011, in ownership)",157 m²,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view","Back garden, front garden and sun terrace","58 m² (10 meter deep and 5,75 meter broad)",Located at the east accessible via the rear,Detached brick storage,Parking place,Public parking,no
