header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jacob van Lennepkade 390 IV,1053 NM Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88028611-jacob-van-lennepkade-390-iv/?navigateSource=resultlist,20220130_223127,"€ 385,000 kosten koper","€ 9,167    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (42 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available immediately,€ 120.00 per month,Upstairs apartment (apartment),Resale property,1905,Flat roof covered with asphalt roofing,Living area42 m²Exterior space attached to the building29 m²,42 m²,29 m²,127 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,4th floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2011, in ownership)",Alongside a quiet road and in residential district,Roof terrace present,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 120.00 per month),Yes,No,Yes,no
