header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Type of parking facilities,error
Van Oldenbarneveltstraat 135,3012 GT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42596463-van-oldenbarneveltstraat-135/?navigateSource=resultlist,20220126_005033,"€ 999,000 kosten koper","€ 8,763    The asking price per m² (€ 999,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 1,000,000 kosten koper",2 months,Under option,Available immediately,"Desirable residence/villa, row house",Resale property,1877,Protected townscape or village view (permit needed for alterations) and partly rented,Living area114 m²Other space inside the building83 m²,114 m²,83 m²,55 m²,500 m³,4 rooms (2 bedrooms),2 bathrooms and 2 separate toilets,Shower and toilet,4 stories,G        What does this mean?,"Roof insulation, mostly double glazed and floor insulation",CH boiler and gas heaters,CH boiler and gas water heater,"Gas-fired, in ownership",55 m²,Full ownership,Paid parking,no
