header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Shed / storage,Type of parking facilities,error
Type B (Bouwnr. 9),2288 GT Rijswijk (ZH)        ,https://www.funda.nl/en/koop/rijswijk-zh/appartement-42654502-type-b-bouwnr-9/?navigateSource=resultlist,20220129_172451,"€ 365,000 vrij op naam","€ 4,244    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (86 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,Galleried apartment,New property,2022,Living area86 m²,86 m²,251 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,A        What does this mean?,Built-in,Parking on private property,no
