header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Location,Garden,Back garden,Garden location,Type of garage,Type of parking facilities,error
Twee-onder-een-kapwoning (Bouwnr. 2),9351 Leek        ,https://www.funda.nl/en/koop/leek/huis-42433407-twee-onder-een-kapwoning-bouwnr-2/?navigateSource=resultlist,20220127_220907,"€ 339,968 vrij op naam","€ 2,377    The asking price per m² (€ 339,968) is calculated by dividing the asking price of the home by the living area (143 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, double house",New property,After 2020,Gable roof covered with asphalt roofing and roof tiles,Woningborg garantiecertificaat,Living area143 m²,143 m²,534 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,A        What does this mean?,Completely insulated,Partial floor heating and heat pump,In residential district,Back garden and front garden,"132 m² (15 meter deep and 8,77 meter broad)",Located at the east accessible via the rear,Not yet present but possible,Parking on private property,no
