header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Location,Garden,Balcony/roof garden,Type of parking facilities,error
Silodam 462,1013 AW Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88018057-silodam-462/?navigateSource=resultlist,20220131_002358,"€ 3,300,000 kosten koper","€ 16,176    The asking price per m² (€ 3,300,000) is calculated by dividing the asking price of the home by the living area (204 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",New property,After 2020,Living area204 m²Other space inside the building32 m²,204 m²,32 m²,550 m³,6 rooms (4 bedrooms),4 bathrooms,"Bath, 4 showers and 4 toilets",2 stories,Not available,In center,Sun terrace,Balcony present,"Paid parking, public parking, parking garage and resident's parking permits",no
