header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,error
Burgemeester Bentinckstraat 16,8121 BC Olst        ,https://www.funda.nl/en/koop/olst/huis-42653749-burgemeester-bentinckstraat-16/?navigateSource=resultlist,20220128_142258,"€ 475,000 kosten koper","€ 4,657    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1952,Gable roof covered with roof tiles,Living area102 m²External storage space43 m²,102 m²,43 m²,330 m²,400 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,D        What does this mean?,"Roof insulation, mostly double glazed and insulated walls",CH boiler,CH boiler,"Nefit (gas-fired combination boiler from 2013, in ownership)",330 m²,Full ownership,In center,Surrounded by garden,Detached brick storage,no
