header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Area,Ownership situation,Location,Type of parking facilities,error
Slaperdijkweg 28,2026 BK Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-42665162-slaperdijkweg-28/?navigateSource=resultlist,20220128_080018,Price on request (auction: <[veilingsdatum]>),5 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1932,Living area81 m²,81 m²,208 m²,210 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,F        What does this mean?,208 m²,Full ownership,In residential district,Public parking,no
