header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,error
Goudvinkstraat 105,7132 EA Lichtenvoorde        ,https://www.funda.nl/en/koop/lichtenvoorde/huis-88018340-goudvinkstraat-105/?navigateSource=resultlist,20220129_034509,"€ 279,000 kosten koper","€ 2,847    The asking price per m² (€ 279,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1997,Gable roof,Living area98 m²Exterior space attached to the building2 m²External storage space9 m²,98 m²,2 m²,9 m²,183 m²,353 m³,4 rooms (3 bedrooms),3 stories,Outdoor awning and rolldown shutters,B        What does this mean?,Double glazing and completely insulated,CH boiler,183 m²,Full ownership,In residential district,Back garden and front garden,77 m² (11 meter deep and 7 meter broad),Located at the southeast accessible via the rear,Parking place,no
