header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Marnixlaan 110,3552 HG Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42478198-marnixlaan-110/?navigateSource=resultlist,20220131_152610,"€ 475,000 kosten koper","€ 14,394    The asking price per m² (€ 475,000) is calculated by dividing the asking price of the home by the living area (33 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available immediately,€ 1.00 per month,Ground-floor apartment (apartment),Resale property,1929,Living area33 m²,33 m²,100 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,Ground floor,Not available,"Double glazing, floor insulation and completely insulated","CH boiler, electric heating and complete floor heating",Electrical boiler,Thermogroep (2021),Full ownership,"Alongside busy road, alongside park, in center and in residential district",Back garden,"238 m² (10,4 meter deep and 22,9 meter broad)",Located at the north accessible via the rear,No,No,No,No,No,No,no
