header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Facilities,Type of parking facilities,error
Rolklaver 12,8265 EA Kampen        ,https://www.funda.nl/en/koop/kampen/huis-88908084-rolklaver-12/?navigateSource=resultlist,20220129_161325,"€ 310,000 kosten koper","€ 2,768    The asking price per m² (€ 310,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1974,Partly furnished with carpets and curtains,Gable roof covered with roof tiles,Living area112 m²External storage space19 m²,112 m²,19 m²,220 m²,397 m³,5 rooms (4 bedrooms),1 separate toilet,3 stories,D            1.86What does this mean?,Insulated walls,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",220 m²,Full ownership,In residential district,Back garden and front garden,Detached brick garage,1 car,Electricity,Public parking,no
