header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Julianastraat 70,3255 BJ Oude-Tonge        ,https://www.funda.nl/en/koop/oude-tonge/huis-88905557-julianastraat-70/?navigateSource=resultlist,20220129_060754,"€ 235,000 kosten koper","€ 2,701    The asking price per m² (€ 235,000) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1935,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area87 m²Other space inside the building2 m²External storage space13 m²,87 m²,2 m²,13 m²,167 m²,315 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,2 stories and a loft,Passive ventilation system,D        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 1997, in ownership)",167 m²,Alongside a quiet road,Back garden and front garden,"84 m² (15,77 meter deep and 5,35 meter broad)",Located at the southeast accessible via the rear,Public parking,no
