header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Hendrik van Deventerstraat 3,2563 XP Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88013256-hendrik-van-deventerstraat-3/?navigateSource=resultlist,20220131_214521,"€ 325,000 kosten koper","€ 4,452    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (73 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available immediately,€ 50.00 per month,Apartment with shared street entrance (apartment),Resale property,1914,Flat roof covered with asphalt roofing,Living area73 m²Exterior space attached to the building3 m²,73 m²,3 m²,273 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,1st floor,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2021, in ownership)",Alongside a quiet road,Balcony present,Public parking and resident's parking permits,Yes,Yes,Yes (€ 50.00 per month),Yes,No,Yes,no
