header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Type of garage,Type of parking facilities,error
Lloydkade 507,3024 WX Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42520077-lloydkade-507/?navigateSource=resultlist,20220126_164139,"€ 672,000 vrij op naam","€ 5,250    The asking price per m² (€ 672,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under option,Available in consultation,€ 224.00 per month,Residential property with shared street entrance (apartment),New property,2023,Woningborg garantiecertificaat,Living area128 m²Exterior space attached to the building13 m²,128 m²,13 m²,371 m³,3 rooms (2 bedrooms),1 story,5th floor,"Balanced ventilation system, elevator, mechanical ventilation, sliding door and solar panels",Not available,"Double glazing, energy efficient window and completely insulated",Complete floor heating and heat recovery unit,Central facility,Alongside a quiet road and in residential district,Sun terrace,"13 m² (5,55 meter deep and 2,35 meter broad)",Located at the west,Underground parking and parking place,Parking garage,no
