header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of garage,Capacity,Facilities,Type of parking facilities,error
Zuiderzeestraatweg 384,8096 CN Oldebroek        ,https://www.funda.nl/en/koop/oldebroek/huis-41331165-zuiderzeestraatweg-384/?navigateSource=resultlist,20220129_162347,Price on request,6+ months,Under offer,Available in consultation,"Single-family home, detached residential property",Resale property,1996,Combination roof covered with roof tiles,"Living area146 m²Other space inside the building24 m²External storage space2,500 m²",146 m²,24 m²,"2,500 m²","8,570 m²",685 m³,9 rooms (5 bedrooms),2 bathrooms and 2 separate toilets,Bath and 2 showers,2 stories,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler from 2009, in ownership",8.570 m²,Full ownership,Outside the built-up area and unobstructed surrounding view,Surrounded by garden,Detached brick storage,Detached brick garage,1 car,Electricity,Parking on private property,no
