header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nijverheidstraat 160,3071 GK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42515156-nijverheidstraat-160/?navigateSource=resultlist,20220126_005448,"€ 375,000 kosten koper","€ 3,205    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 181.00 per month,Galleried apartment (apartment),Resale property,2005,Living area117 m²External storage space6 m²,117 m²,6 m²,372 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,4th floor,"Elevator, mechanical ventilation and TV via cable",A+        What does this mean?,Completely insulated,CH boiler,CH boiler,"Combination boiler, lease",Full ownership,Built-in,Yes,Yes,Yes (€ 181.00 per month),Yes,Yes,Yes,no
