header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,error
Plan de Esch kavelnummer 10 (Bouwnr. 10),7651 Tubbergen        ,https://www.funda.nl/en/koop/tubbergen/huis-40144105-plan-de-esch-kavelnummer-10-bouwnr-10/?navigateSource=resultlist,20220129_082636,"€ 230,000 vrij op naam",6+ months,Under option,Available in consultation,"Single-family home, row house",New property,2020,Other space inside the building1 m²Exterior space attached to the building1 m²External storage space1 m²,1 m²,1 m²,1 m²,10 m³,1 room,1 story,A        What does this mean?,no
