header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Tussenwoning met tuin en dakterras (Bouwnr. 12),1541 AC Koog aan de Zaan        ,https://www.funda.nl/en/koop/koog-aan-de-zaan/huis-42524578-tussenwoning-met-tuin-en-dakterras-bouwnr-12/?navigateSource=resultlist,20220129_171500,"€ 515,000 vrij op naam","€ 4,055    The asking price per m² (€ 515,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",New property,2022,Flat roof,Living area127 m²,127 m²,80 m²,335 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Mechanical ventilation,A        What does this mean?,Completely insulated,Heat pump,80 m²,Full ownership,In residential district,Back garden and sun terrace,Roof terrace present,Detached wooden storage,Parking place,Parking on private property,no
