header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Garden,Type of parking facilities,error
Drostenstraat 50,8271 TE IJsselmuiden        ,https://www.funda.nl/en/koop/ijsselmuiden/huis-88037240-drostenstraat-50/?navigateSource=resultlist,20220128_061300,"€ 395,000 kosten koper","€ 4,158    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ","January 14, 2022",Under offer,Available on 5/1/2022,"Single-family home, semi-detached residential property",Resale property,1999,Disabled access friendly and accessible for seniors,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area95 m²Exterior space attached to the building19 m²External storage space23 m²,95 m²,19 m²,23 m²,233 m²,329 m³,4 rooms (3 bedrooms),2 stories,B        What does this mean?,"Roof insulation, energy efficient window, insulated walls and floor insulation",CH boiler,CH boiler,Intergas (gas-fired from 2021),233 m²,Back garden and front garden,Public parking,no
