header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Karperborch 21,5247 VH Rosmalen        ,https://www.funda.nl/en/koop/rosmalen/huis-42671321-karperborch-21/?navigateSource=resultlist,20220130_142755,"€ 375,000 kosten koper","€ 3,049    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (123 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1986,Gable roof covered with roof tiles,Living area123 m²Other space inside the building9 m²,123 m²,9 m²,146 m²,440 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath,3 stories,Outdoor awning and rolldown shutters,B        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler and partial floor heating,CH boiler,"Intergas Kompakt HRE (gas-fired from 2010, in ownership)",146 m²,Full ownership,In residential district,Back garden and front garden,Attached brick storage,Electricity,Parking on private property and public parking,no
