header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Kruidentuinen 34,2551 VS Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42697600-kruidentuinen-34/?navigateSource=resultlist,20220131_211030,"€ 299,500 kosten koper","€ 3,088    The asking price per m² (€ 299,500) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 30, 2022",Available,Available immediately,"Single-family home, corner house",Resale property,1905,Gable roof covered with asphalt roofing and roof tiles,Living area97 m²Other space inside the building8 m²Exterior space attached to the building16 m²,97 m²,8 m²,16 m²,82 m²,375 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Jacuzzi,3 stories,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler, in ownership)",82 m²,Full ownership,Alongside a quiet road and in residential district,Sun terrace,Roof terrace present,Built-in,Public parking and resident's parking permits,no
