header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of garage,Type of parking facilities,error
POST (Bouwnr. 291),3011 AD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41361009-post-bouwnr-291/?navigateSource=resultlist,20220126_004657,"€ 1,745,000 vrij op naam","€ 7,968    The asking price per m² (€ 1,745,000) is calculated by dividing the asking price of the home by the living area (219 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2024,Flat roof covered with other,Living area219 m²,219 m²,657 m³,1 room,1 story,40th floor,Elevator and mechanical ventilation,A        What does this mean?,Completely insulated,District heating,District heating,In center and unobstructed surrounding view,Built-in,Parking place,Parking garage,no
