header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of parking facilities,error
Penthouse Top (Bouwnr. 193),3011 CD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42503678-penthouse-top-bouwnr-193/?navigateSource=resultlist,20220126_164736,"€ 1,008,000 vrij op naam","€ 7,252    The asking price per m² (€ 1,008,000) is calculated by dividing the asking price of the home by the living area (139 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Penthouse,New property,2025,Living area139 m²,139 m²,361 m³,4 rooms (3 bedrooms),1 story,23rd floor,Elevator and mechanical ventilation,A        What does this mean?,Completely insulated,District heating and complete floor heating,Central facility and district heating,"In center, in residential district and unobstructed surrounding view",Built-in,Parking garage,no
