header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
Mergelweg 3,6367 TP Voerendaal        ,https://www.funda.nl/en/koop/voerendaal/huis-42655453-mergelweg-3/?navigateSource=resultlist,20220127_225005,"€ 750,000 kosten koper","€ 4,098    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (183 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6 weeks,Under offer,Available in consultation,"Villa, detached residential property",Resale property,1967,Flat roof,Living area183 m²Other space inside the building91 m²,183 m²,91 m²,616 m²,725 m³,6 rooms (4 bedrooms),2 stories,"Alarm installation, TV via cable and solar panels",A        What does this mean?,"Roof insulation, triple glazed, partly double glazed and floor insulation",CH boiler and gas heater,CH boiler,"Hybride (gas-fired combination boiler, in ownership)",616 m²,Full ownership,"Alongside park, alongside a quiet road and in residential district","Back garden, surrounded by garden and front garden",Built-in,2 cars,Public parking,no
