header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Librije 17,5961 VG Horst        ,https://www.funda.nl/en/koop/horst/appartement-42682661-librije-17/?navigateSource=resultlist,20220127_235149,"€ 235,000 kosten koper","€ 2,423    The asking price per m² (€ 235,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,2007,Flat roof covered with roof tiles,Living area97 m²External storage space18 m²,97 m²,18 m²,311 m³,5 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,Elevator,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Nefit Smartline Basic (gas-fired combination boiler from 2009, in ownership)",Full ownership,In center,Built-in,Underground parking,Parking garage,Yes,No,Yes,Yes,Yes,Yes,no
