header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
Halfvrijstaande gezinswoning (Bouwnr. 2),9449 PK Nooitgedacht        ,https://www.funda.nl/en/koop/nooitgedacht/huis-42596363-halfvrijstaande-gezinswoning-bouwnr-2/?navigateSource=resultlist,20220129_073644,"€ 419,900 vrij op naam","€ 2,999    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 419,900) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",New property,2022,Shed roof covered with roof tiles,Woningborg garantiecertificaat,Living area140 m²,140 m²,330 m²,570 m³,4 rooms (3 bedrooms),1 separate toilet,3 stories,Solar panels,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,"Sheltered location, In wooded surroundings and in residential district",Back garden and front garden,Attached brick garage,1 car,Parking on private property,no
