header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Leerlooierstraat 33,7447 XZ Hellendoorn        ,https://www.funda.nl/en/koop/hellendoorn/huis-42654716-leerlooierstraat-33/?navigateSource=resultlist,20220128_061755,"€ 339,500 kosten koper","€ 2,534    The asking price per m² (€ 339,500) is calculated by dividing the asking price of the home by the living area (134 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under offer,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1979,Flat roof covered with asphalt roofing,Living area134 m²Other space inside the building20 m²,134 m²,20 m²,172 m²,511 m³,7 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,4 stories,"Optical fibre, mechanical ventilation and TV via cable",C            1.46What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit Ecomline HR (gas-fired combination boiler, in ownership)",172 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,Detached wooden storage,Built-in,1 car,Electricity,Parking on private property and public parking,no
