header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Starstraat 25,3077 ZE Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88046306-starstraat-25/?navigateSource=resultlist,20220126_212630,"€ 329,000 kosten koper","€ 3,357    The asking price per m² (€ 329,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1998,Living area98 m²External storage space6 m²,98 m²,6 m²,106 m²,331 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,3 stories,B        What does this mean?,106 m²,Full ownership,Alongside a quiet road,Back garden,Detached wooden storage,Public parking,no
