header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Location,Type of parking facilities,error
Imagine bnr 36,3071 AL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42580824-imagine-bnr-36/?navigateSource=resultlist,20220126_171729,"€ 369,900 vrij op naam","€ 4,457    The asking price per m² (€ 369,900) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Under option,Available in consultation,Galleried apartment (apartment),New property,2024,SWK garantiecertificaat,Living area83 m²,83 m²,215 m³,2 rooms (1 bedroom),1 story,3rd floor,Not available,Completely insulated,Complete floor heating and heat recovery unit,In residential district and unobstructed surrounding view,Parking garage,no
