header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Smetanalaan 31,3055 TL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-42689135-smetanalaan-31/?navigateSource=resultlist,20220126_165703,"€ 650,000 kosten koper","€ 4,815    The asking price per m² (€ 650,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1961,Gable roof covered with roof tiles,Living area135 m²,135 m²,166 m²,450 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath,2 stories and a attic,Flue and TV via cable,C        What does this mean?,CH boiler,Gas-fired,166 m²,Full ownership,In residential district,Back garden and front garden,72 m² (12 meter deep and 6 meter broad),Located at the southwest accessible via the rear,Public parking,no
