header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Location,Shed / storage,Type of parking facilities,error
Provincialeweg nummer 4 (Type D),1506 MG Zaandam        ,https://www.funda.nl/en/koop/zaandam/appartement-41313653-provincialeweg-nummer-4-type-d/?navigateSource=resultlist,20220129_092252,"€ 399,500 vrij op naam","€ 4,994    The asking price per m² (€ 399,500) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Woningborg garantiecertificaat,Living area80 m²Exterior space attached to the building4 m²External storage space5 m²,80 m²,4 m²,5 m²,240 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,3rd floor,Mechanical ventilation and passive ventilation system,A        What does this mean?,Completely insulated,In center,Storage box,Parking on private property,no
