header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Hot water,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Anna Horstinkstraat 12,1382 MN Weesp        ,https://www.funda.nl/en/koop/weesp/huis-42559516-anna-horstinkstraat-12/?navigateSource=resultlist,20220128_031642,"€ 750,000 kosten koper","€ 4,658    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (161 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2010,Gable roof,Living area161 m²External storage space17 m²,161 m²,17 m²,130 m²,606 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,A        What does this mean?,Completely insulated,Geothermal heating,130 m²,Full ownership,In residential district,Back garden,"75 m² (12,5 meter deep and 6 meter broad)",Detached wooden storage,Garage with carport and parking place,2 cars,Parking on private property,no
