header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Pleinstraat 7,6466 LP Kerkrade        ,https://www.funda.nl/en/koop/kerkrade/huis-42512993-pleinstraat-7/?navigateSource=resultlist,20220127_220830,"€ 339,000 vrij op naam","€ 3,725    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under offer,Available in consultation,"Bungalow, semi-detached residential property",New property,2022,Flat roof,Living area91 m²Other space inside the building6 m²External storage space4 m²,91 m²,6 m²,4 m²,387 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,1 story,Not available,Complete floor heating and heat pump,Electrical boiler,Alongside busy road and in residential district,Back garden and front garden,50 m² (5 meter deep and 10 meter broad),Located at the west,Detached wooden storage,Public parking,no
