header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Accessibility,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Garden,Shed / storage,Type of garage,Capacity,Type of parking facilities,error
Beresteyn 21,3252 CL Goedereede        ,https://www.funda.nl/en/koop/goedereede/huis-88983556-beresteyn-21/?navigateSource=resultlist,20220128_143009,"€ 650,000 kosten koper","€ 3,916    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 650,000) is calculated by dividing the asking price of the home by the living area (166 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Available,Available in consultation,"Villa, detached residential property",Resale property,2000,Accessible for seniors,Hipped roof,Living area166 m²Other space inside the building24 m²Exterior space attached to the building24 m²External storage space15 m²,166 m²,24 m²,24 m²,15 m²,507 m²,703 m³,5 rooms (4 bedrooms),2 stories,Solar panels,A        What does this mean?,Double glazing,CH boiler and partial floor heating,CH boiler,"Gas-fired from 2000, in ownership",507 m²,Surrounded by garden,Detached brick storage,Built-in,1 car,Parking on private property,no
