header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Garden,Back garden,Garden location,Type of parking facilities,error
Keverborgstraat 7,3077 RA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88993937-keverborgstraat-7/?navigateSource=resultlist,20220126_003045,"€ 345,000 kosten koper","€ 3,026    The asking price per m² (€ 345,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",Resale property,1971-1980,Gable roof,Living area114 m²Exterior space attached to the building1 m²,114 m²,1 m²,120 m²,376 m³,6 rooms (5 bedrooms),2 stories and a attic,C        What does this mean?,CH boiler,CH boiler,"Remeha Tzerra ( combination boiler, in ownership)",120 m²,Long-term lease,Paid until 19-02-2034,Back garden and front garden,"65 m² (14,11 meter deep and 4,6 meter broad)",Located at the northwest,Public parking,no
