header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Type of parking facilities,error
Douwes Dekkerstraat 18,1053 SX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42419881-douwes-dekkerstraat-18/?navigateSource=resultlist,20220130_205258,"€ 1,080,000 kosten koper","€ 7,059    The asking price per m² (€ 1,080,000) is calculated by dividing the asking price of the home by the living area (153 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1915,Living area153 m²Other space inside the building15 m²Exterior space attached to the building7 m²,153 m²,15 m²,7 m²,48 m²,373 m³,9 rooms (4 bedrooms),5 stories,E        What does this mean?,48 m²,Full ownership,Paid parking and resident's parking permits,no
