header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of property,Plot size,Area,Area.1,error
Trichterstraat 21 B,6333 AD Schimmert        ,https://www.funda.nl/en/koop/schimmert/bouwgrond-88014889-trichterstraat-21-b/?navigateSource=resultlist,20220130_162552,"€ 295,000 kosten koper",5 weeks,Under offer,Available immediately,Building plot,"1,415 m²",810 m²,605 m²,no
