header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Randweg 148 A,3074 BX Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88044399-randweg-148-a/?navigateSource=resultlist,20220125_220934,"€ 275,000 kosten koper","€ 2,500    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available immediately,€ 97.00 per month,Maisonnette (apartment),Resale property,1931,With carpets and curtains,Flat roof covered with asphalt roofing,Living area110 m²,110 m²,380 m³,5 rooms (4 bedrooms),2 separate toilets,2 stories,2nd floor,Solar panels,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (2014, in ownership)",Balcony present,Paid parking,Yes,No,Yes (€ 97.00 per month),No,No,Yes,no
