header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Eschertoren 12 F,2316 ET Leiden        ,https://www.funda.nl/en/koop/leiden/appartement-42431959-eschertoren-12-f/?navigateSource=resultlist,20220128_055643,"€ 399,000 kosten koper","€ 5,542    The asking price per m² (€ 399,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2002,Flat roof,Brandveiligheid,Living area72 m²,72 m²,235 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,12th floor,"Balanced ventilation system, elevator and mechanical ventilation",B        What does this mean?,Heat pump,Electrical boiler,Full ownership,"In center, in residential district and unobstructed surrounding view",Parking on gated property,Yes,Yes,Yes,Yes,Yes,Yes,no
