header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Area,Ownership situation,Location,Shed / storage,Type of parking facilities,error
Hoofdstraat 24,4564 AR Sint Jansteen        ,https://www.funda.nl/en/koop/sint-jansteen/appartement-41230243-hoofdstraat-24/?navigateSource=resultlist,20220128_075751,"€ 229,500 vrij op naam","€ 3,643    The asking price per m² (€ 229,500) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Flat roof,Living area63 m²Other space inside the building8 m²External storage space10 m²,63 m²,8 m²,10 m²,260 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,3 stories,1st floor,"Elevator, passive ventilation system and TV via cable",Not available,Part of parcel,Full ownership,In residential district,Attached brick storage,Public parking,no
