header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Type of parking facilities,error
Ganzenstraat 32,6219 AZ Maastricht        ,https://www.funda.nl/en/koop/maastricht/huis-42545994-ganzenstraat-32/?navigateSource=resultlist,20220129_081143,"€ 298,000 kosten koper","€ 3,725    The asking price per m² (€ 298,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Bungalow, semi-detached residential property",Resale property,1996,Living area80 m²,80 m²,154 m²,315 m³,5 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,1 story,B        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Combination boiler, to rent",154 m²,Full ownership,Back garden,Parking on private property and public parking,no
