header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Garden,Back garden,Garden location,Type of parking facilities,error
Van Essendijk 99,2497 WD Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88916283-van-essendijk-99/?navigateSource=resultlist,20220129_202418,"€ 425,000 kosten koper","€ 3,269    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2001,Gable roof covered with roof tiles,Living area130 m²External storage space9 m²,130 m²,9 m²,134 m²,437 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Mechanical ventilation,A        What does this mean?,Roof insulation and completely insulated,District heating and partial floor heating,134 m²,Full ownership,Back garden,"62 m² (12,51 meter deep and 5,47 meter broad)",Located at the northwest,Parking on private property,no
