header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jacob van Ruysdaelstraat 9,5212 EP Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42670570-jacob-van-ruysdaelstraat-9/?navigateSource=resultlist,20220201_110605,"€ 339,000 kosten koper","€ 3,356    The asking price per m² (€ 339,000) is calculated by dividing the asking price of the home by the living area (101 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 124.76 per month,Apartment with shared street entrance,Resale property,1952,Flat roof,Living area101 m²,101 m²,300 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,F        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Bluekens CW3 (gas-fired combination boiler from 2014, in ownership)",Full ownership,In residential district,Back garden,"74 m² (10 meter deep and 7,4 meter broad)",Located at the east,Yes,Yes,Yes (€ 124.76 per month),Yes,Yes,Yes,no
