header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Type of garage,Type of parking facilities,error
Waterkersstraat 116,8245 LC Lelystad        ,https://www.funda.nl/en/koop/lelystad/huis-88035217-waterkersstraat-116/?navigateSource=resultlist,20220129_193124,"€ 450,000 kosten koper","€ 3,333    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, double house",Resale property,2018,With carpets and curtains,Hipped roof covered with roof tiles,Living area135 m²Exterior space attached to the building35 m²External storage space8 m²,135 m²,35 m²,8 m²,229 m²,590 m³,4 rooms (3 bedrooms),3 stories,"Skylight, optical fibre, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,District heating,District heating,229 m²,Full ownership,"Alongside a quiet road, In wooded surroundings and in residential district",Back garden,Detached wooden storage,Parking place,Parking on private property,no
