header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Akkerstraat 23,1097 XK Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88032874-akkerstraat-23/?navigateSource=resultlist,20220130_214630,"€ 525,000 kosten koper","€ 7,609    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 229 per month,2 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1925,Gable roof covered with roof tiles,Living area69 m²External storage space4 m²,69 m²,4 m²,69 m²,200 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a loft,Mechanical ventilation,E        What does this mean?,CH boiler,CH boiler,"2009, in ownership",69 m²,Municipal long-term lease (end date of long-term lease:  15-11-2054),Paid until 15-11-2054,Back garden and front garden,"0,08 meter deep and 5,47 meter broad",Located at the northeast accessible via the rear,Detached wooden storage,Paid parking and public parking,no
