header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Singel 100 E,1015 AD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42535387-singel-100-e/?navigateSource=resultlist,20220131_000838,"€ 795,000 kosten koper","€ 8,457    The asking price per m² (€ 795,000) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,Before 1906,Protected townscape or village view (permit needed for alterations) and monumental building,Gable roof,Living area94 m²Exterior space attached to the building14 m²,94 m²,14 m²,350 m³,5 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,2 stories,1st floor,F        What does this mean?,CH boiler,CH boiler,Combination boiler,Full ownership,In center,Sun terrace,"Paid parking, public parking and resident's parking permits",Yes,No,Yes,Yes,No,Yes,no
