header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Dimensions,Plot size,Area,Ownership situation,error
Slotlaan 13,3523 HA Utrecht        ,https://www.funda.nl/en/koop/utrecht/parkeergelegenheid-42687680-slotlaan-13/?navigateSource=resultlist,20220129_165600,"€ 39,000 kosten koper","January 20, 2022",Available,Available in consultation,Garage,Resale property,1,"19 m² (5,7 meter deep and 2,95 meter broad)",19 m²,19 m²,Full ownership,no
