header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,Facilities.1,Type of parking facilities,error
Van Rijswijckschans 81,2728 HJ Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/huis-42678358-van-rijswijckschans-81/?navigateSource=resultlist,20220129_084738,"€ 400,000 kosten koper","€ 2,941    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (136 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,2000,Partly furnished with carpets and curtains,Living area136 m²Exterior space attached to the building17 m²External storage space9 m²,136 m²,17 m²,9 m²,131 m²,444 m³,6 rooms (5 bedrooms),2 separate toilets,3 stories,"Mechanical ventilation, sliding door and TV via cable",A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Vaillant Eco plus VHR (gas-fired combination boiler from 2014, in ownership)",131 m²,Full ownership,In residential district,Back garden and front garden,"47 m² (9 meter deep and 5,2 meter broad)",Attached brick storage,Electricity,Public parking,no
