header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Haarlemmerstraat 92 bov,1013 EV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42535009-haarlemmerstraat-92-bov/?navigateSource=resultlist,20220130_212801,"€ 840,000 kosten koper","€ 8,235    The asking price per m² (€ 840,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1854,Partly furnished with carpets and curtains and monumental building,Gable roof,Living area102 m²,102 m²,270 m³,5 rooms (4 bedrooms),3 bathrooms,Bath and 2 toilets,1 story,2nd floor,Not available,Floor insulation,CH boiler,CH boiler,"Combi (gas-fired combination boiler from 2014, in ownership)",Full ownership,In center and in residential district,Built-in,"Paid parking, public parking and resident's parking permits",Yes,No,Yes,No,No,Yes,no
