header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Bruggensingel-Noord 162,3823 BE Amersfoort        ,https://www.funda.nl/en/koop/amersfoort/huis-88033787-bruggensingel-noord-162/?navigateSource=resultlist,20220130_141224,"€ 450,000 kosten koper","€ 3,214    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (140 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, corner house",Resale property,1991,Flat roof covered with asphalt roofing,Living area140 m²Exterior space attached to the building13 m²,140 m²,13 m²,164 m²,472 m³,6 rooms (5 bedrooms),1 separate toilet,3 stories,Optical fibre and solar panels,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Gas-fired combination boiler from 2002, in ownership",164 m²,Full ownership,Back garden,Detached wooden storage,Electricity,Public parking,no
