header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Boutershemstraat 41,4611 KB Bergen op Zoom        ,https://www.funda.nl/en/koop/bergen-op-zoom/huis-42546751-boutershemstraat-41/?navigateSource=resultlist,20220129_025852,"€ 285,000 kosten koper","€ 1,887    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (151 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1896,Gable roof covered with roof tiles,Living area151 m²Other space inside the building15 m²,151 m²,15 m²,198 m²,557 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,3 stories,F        What does this mean?,Roof insulation,CH boiler,CH boiler and electrical boiler,"Nefit (gas-fired combination boiler, in ownership)",198 m²,Full ownership,In residential district,Back garden,90 m² (18 meter deep and 5 meter broad),Located at the southwest,Paid parking and resident's parking permits,no
