header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Westerlaan 15,3731 EK De Bilt        ,https://www.funda.nl/en/koop/de-bilt/huis-42657345-westerlaan-15/?navigateSource=resultlist,20220128_013957,"€ 1,350,000 kosten koper","€ 6,888    The asking price per m² (€ 1,350,000) is calculated by dividing the asking price of the home by the living area (196 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1920,Gable roof covered with roof tiles,Living area196 m²External storage space10 m²,196 m²,10 m²,285 m²,715 m³,7 rooms (6 bedrooms),2 bathrooms and 1 separate toilet,"Bath, shower and 2 toilets",3 stories,Mechanical ventilation and TV via cable,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler and partial floor heating,CH boiler,"Nefit CW6 (gas-fired combination boiler from 2019, in ownership)",285 m²,Full ownership,Alongside a quiet road and in residential district,Surrounded by garden,Detached wooden storage,Electricity,Public parking,no
