header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
A6-Het Paviljoen F (Bouwnr. 6),3059 Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41462932-a6-het-paviljoen-f-bouwnr-6/?navigateSource=resultlist,20220126_163901,"€ 907,500 vrij op naam","€ 5,467    The asking price per m² (€ 907,500) is calculated by dividing the asking price of the home by the living area (166 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Flat roof,SWK garantiecertificaat,Living area166 m²Exterior space attached to the building21 m²External storage space6 m²,166 m²,21 m²,6 m²,500 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,Bath and toilet,5 stories,2nd floor,"Balanced ventilation system, elevator, sliding door and solar panels",A        What does this mean?,Completely insulated,District heating and complete floor heating,District heating,"On navigable waterway, alongside water, in residential district and unobstructed surrounding view",Balcony present,Built-in,Underground parking,Parking on private property and parking garage,no
