header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Amaliastraat 31,2983 EA Ridderkerk        ,https://www.funda.nl/en/koop/ridderkerk/huis-42671467-amaliastraat-31/?navigateSource=resultlist,20220128_042030,"€ 550,000 kosten koper","€ 4,622    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, double house",Resale property,1950,Gable roof covered with roof tiles,Living area119 m²External storage space7 m²,119 m²,7 m²,201 m²,414 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,E        What does this mean?,"Double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2010, in ownership)",201 m²,Full ownership,Alongside a quiet road and in residential district,"Back garden, front garden and side garden","0,01 meter deep and 0,01 meter broad",Located at the southwest,Parking on private property and public parking,no
