header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Ownership situation,Location,Garden,Back garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Azaleastraat 21 B,3051 TC Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41339642-azaleastraat-21-b/?navigateSource=resultlist,20220126_010137,"€ 379,000 kosten koper","€ 3,384    The asking price per m² (€ 379,000) is calculated by dividing the asking price of the home by the living area (112 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1930,Renovation project,Gable roof covered with roof tiles,Living area112 m²External storage space4 m²,112 m²,4 m²,325 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,Ground floor,G        What does this mean?,Full ownership,Alongside a quiet road and in residential district,"Back garden, front garden and side garden","75 m² (5,76 meter deep and 13 meter broad)",Detached wooden storage,"Paid parking, public parking and resident's parking permits",Yes,No,No,No,No,No,no
