header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Nassaustraat 147,2983 RD Ridderkerk        ,https://www.funda.nl/en/koop/ridderkerk/huis-42683081-nassaustraat-147/?navigateSource=resultlist,20220128_031124,"€ 349,000 kosten koper","€ 3,561    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (98 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,1939,Gable roof covered with roof tiles,Living area98 m²External storage space9 m²,98 m²,9 m²,136 m²,307 m³,5 rooms (4 bedrooms),1 bathroom,Bath and toilet,3 stories,F        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Gas-fired from 2009, in ownership",136 m²,Alongside a quiet road and in residential district,Back garden and front garden,"0,16 meter deep and 0,05 meter broad",Located at the southeast accessible via the rear,Detached wooden storage,Electricity,Public parking,no
