header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Area,Ownership situation,Fees,Garden,Type of parking facilities,error
Skagerraklaan 160,3544 RR Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88031398-skagerraklaan-160/?navigateSource=resultlist,20220129_204903,"€ 385,000 kosten koper","€ 4,278    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1999,Flat roof covered with asphalt roofing,Living area90 m²,90 m²,118 m²,304 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,A        What does this mean?,District heating,District heating,118 m²,Municipal ownership encumbered with long-term leaset,Bought off for eternity,Front garden,Parking on private property and public parking,no
