header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Fees,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Da Costakade 63 H,1053 WG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42674633-da-costakade-63-h/?navigateSource=resultlist,20220130_215531,"€ 595,000 kosten koper","€ 8,623    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,€ 67.00 per month,Ground-floor apartment (apartment),Resale property,1902,Living area69 m²Other space inside the building75 m²Exterior space attached to the building1 m²,69 m²,75 m²,1 m²,374 m³,3 rooms (2 bedrooms),2 stories,Ground floor,G        What does this mean?,Municipal ownership encumbered with long-term leaset,€ 2.580 per year,No,No,No,No,No,No,no
