header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
Reisdorfweg 3,5625 LD Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42535609-reisdorfweg-3/?navigateSource=resultlist,20220201_011046,"€ 595,000 kosten koper","€ 2,228    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (267 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Bungalow, semi-detached residential property",Resale property,1969,Flat roof covered with asphalt roofing,Living area267 m²Other space inside the building15 m²Exterior space attached to the building11 m²,267 m²,15 m²,11 m²,533 m²,"1,026 m³",6 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,Bath and shower,1 story,Sliding door,C        What does this mean?,CH boiler and wood heater,CH boiler,In ownership,533 m²,Full ownership,In residential district,Back garden and front garden,Attached brick garage,1 car,Public parking,no
