header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Lange Weide 93,4827 MB Breda        ,https://www.funda.nl/en/koop/breda/huis-42440215-lange-weide-93/?navigateSource=resultlist,20220129_020725,"€ 460,000 kosten koper","€ 3,217    The asking price per m² (€ 460,000) is calculated by dividing the asking price of the home by the living area (143 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2010,Flat roof,Living area143 m²Exterior space attached to the building2 m²External storage space6 m²,143 m²,2 m²,6 m²,119 m²,511 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Mechanical ventilation and TV via cable,A+        What does this mean?,Completely insulated,District heating,Central facility,119 m²,Full ownership,"Alongside a quiet road, alongside water and in residential district",Back garden,48 m² (8 meter deep and 6 meter broad),Located at the south accessible via the rear,Detached wooden storage,Public parking,no
