header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Shed / storage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Prinsessestraat 20,6828 JV Arnhem        ,https://www.funda.nl/en/koop/arnhem/appartement-42681031-prinsessestraat-20/?navigateSource=resultlist,20220128_012747,"€ 285,000 kosten koper","€ 2,522    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 25, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1930,Combination roof,Living area113 m²Exterior space attached to the building4 m²External storage space6 m²,113 m²,4 m²,6 m²,375 m³,5 rooms (4 bedrooms),1 separate toilet,2 stories,1st floor,G        What does this mean?,Insulated walls,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2017, in ownership)",Balcony present,Detached brick storage,Yes,No,No,No,No,No,no
