header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Eendrachtsweg 48 b,3012 LD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42678600-eendrachtsweg-48-b/?navigateSource=resultlist,20220126_175542,"€ 425,000 kosten koper","€ 5,247    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available immediately,€ 170.00 per month,Apartment with shared street entrance (apartment),Resale property,1990,Protected townscape or village view (permit needed for alterations),Flat roof covered with asphalt roofing,Living area81 m²,81 m²,278 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,Not available,"Double glazing, insulated walls and completely insulated",District heating and complete floor heating,Water heater,Full ownership,"Alongside a quiet road, sheltered location and in center",Built-in,Public parking and resident's parking permits,Yes,Yes,Yes (€ 170.00 per month),Yes,Yes,Yes,no
