header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zijlweg 173 RD,2015 BG Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-42672597-zijlweg-173-rd/?navigateSource=resultlist,20220129_062723,"€ 530,000 kosten koper","€ 3,926    The asking price per m² (€ 530,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Maisonnette (apartment),Resale property,Before 1906,Partly furnished with carpets and curtains,Mansard roof covered with asphalt roofing,Living area135 m²Exterior space attached to the building5 m²,135 m²,5 m²,520 m³,6 rooms (4 bedrooms),2 bathrooms and 2 separate toilets,2 showers,2 stories,2nd floor,TV via cable,C        What does this mean?,CH boiler,CH boiler,"HR (gas-fired combination boiler, in ownership)",Full ownership,"Alongside busy road, in center and in residential district",Balcony present,Resident's parking permits,No,No,No,No,No,No,no
