header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,error
Sirius 114,4907 CM Oosterhout (NB)        ,https://www.funda.nl/en/koop/oosterhout-nb/huis-41660226-sirius-114/?navigateSource=resultlist,20220130_124011,"€ 225,000 kosten koper","€ 2,500    The asking price per m² (€ 225,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under offer,Available in consultation,"Single-family home, row house",Resale property,1975,Gable roof covered with roof tiles,Living area90 m²Other space inside the building18 m²External storage space8 m²,90 m²,18 m²,8 m²,151 m²,330 m³,4 rooms (3 bedrooms),1 separate toilet,2 stories and a loft,TV via cable,D            1.84What does this mean?,Double glazing,CH boiler,CH boiler,"Bosch HR (gas-fired combination boiler from 2008, in ownership)",151 m²,Full ownership,"Alongside a quiet road, in residential district and unobstructed surrounding view",Back garden and front garden,72 m² (12 meter deep and 6 meter broad),Located at the southeast accessible via the rear,Detached brick storage,Electricity,no
